Nível	Magia	Escola de Magia	Descrição Visual/Efeito	Prompt Base
4	Malogro (Blight)	Necromancia	Canaliza energia necrótica para murchar a vitalidade de uma criatura (letal contra plantas).	Cria a imagem de D&D para a Magia 'Malogro (Blight)' que é do tipo 'Necromancia', do nível 4, com o efeito 'Canaliza energia necrótica para murchar a vitalidade de uma criatura (letal contra plantas).'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Moldar Rochas	Transmutação	Permite esculpir e remodelar objetos de pedra para novas formas utilitárias.	Cria a imagem de D&D para a Magia 'Moldar Rochas' que é do tipo 'Transmutação', do nível 4, com o efeito 'Permite esculpir e remodelar objetos de pedra para novas formas utilitárias.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Movimentação Livre	Abjuração	Alvos ignoram terreno difícil e tornam-se imunes a paralisia ou restrições físicas.	Cria a imagem de D&D para a Magia 'Movimentação Livre' que é do tipo 'Abjuração', do nível 4, com o efeito 'Alvos ignoram terreno difícil e tornam-se imunes a paralisia ou restrições físicas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Muralha de Fogo	Evocação	Ergue uma barreira de chamas intensas que queima quem tenta atravessá-la.	Cria a imagem de D&D para a Magia 'Muralha de Fogo' que é do tipo 'Evocação', do nível 4, com o efeito 'Ergue uma barreira de chamas intensas que queima quem tenta atravessá-la.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Olho Arcano	Adivinhação	Cria um olho invisível flutuante que transmite imagens visuais ao conjurador.	Cria a imagem de D&D para a Magia 'Olho Arcano' que é do tipo 'Adivinhação', do nível 4, com o efeito 'Cria um olho invisível flutuante que transmite imagens visuais ao conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Pele-Rocha	Transmutação	A pele do alvo endurece como granito, conferindo resistência a danos físicos.	Cria a imagem de D&D para a Magia 'Pele-Rocha' que é do tipo 'Transmutação', do nível 4, com o efeito 'A pele do alvo endurece como granito, conferindo resistência a danos físicos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Polimorfia	Transmutação	Transforma uma criatura completamente em uma forma animal à escolha do conjurador.	Cria a imagem de D&D para a Magia 'Polimorfia' que é do tipo 'Transmutação', do nível 4, com o efeito 'Transforma uma criatura completamente em uma forma animal à escolha do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Porta Dimensional	Invocação	Teleporta o conjurador e um aliado para qualquer local conhecido ou visível.	Cria a imagem de D&D para a Magia 'Porta Dimensional' que é do tipo 'Invocação', do nível 4, com o efeito 'Teleporta o conjurador e um aliado para qualquer local conhecido ou visível.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Presságio	Adivinhação	O conjurador contata uma divindade para receber conselhos ou revelações sobre o futuro.	Cria a imagem de D&D para a Magia 'Presságio' que é do tipo 'Adivinhação', do nível 4, com o efeito 'O conjurador contata uma divindade para receber conselhos ou revelações sobre o futuro.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Proteção Contra a Morte	Abjuração	Impede que uma criatura caia a 0 pontos de vida por uma única vez.	Cria a imagem de D&D para a Magia 'Proteção Contra a Morte' que é do tipo 'Abjuração', do nível 4, com o efeito 'Impede que uma criatura caia a 0 pontos de vida por uma única vez.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Santuário Particular de Mordenkainen	Abjuração	Protege uma área contra sensores de adivinhação, teleporte e espionagem mágica.	Cria a imagem de D&D para a Magia 'Santuário Particular de Mordenkainen' que é do tipo 'Abjuração', do nível 4, com o efeito 'Protege uma área contra sensores de adivinhação, teleporte e espionagem mágica.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Tempestade Glacial	Evocação	Faz cair granizo e gelo pesado em uma grande área, dificultando o movimento.	Cria a imagem de D&D para a Magia 'Tempestade Glacial' que é do tipo 'Evocação', do nível 4, com o efeito 'Faz cair granizo e gelo pesado em uma grande área, dificultando o movimento.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Tentáculos Negros de Evard	Invocação	Tentáculos negros e viscosos surgem do chão para agarrar e esmagar inimigos.	Cria a imagem de D&D para a Magia 'Tentáculos Negros de Evard' que é do tipo 'Invocação', do nível 4, com o efeito 'Tentáculos negros e viscosos surgem do chão para agarrar e esmagar inimigos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Terreno Alucinatório	Ilusão	Altera a aparência visual e tátil de uma área natural inteira para enganar os sentidos.	Cria a imagem de D&D para a Magia 'Terreno Alucinatório' que é do tipo 'Ilusão', do nível 4, com o efeito 'Altera a aparência visual e tátil de uma área natural inteira para enganar os sentidos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
4	Vinha Agarradora	Invocação	Conjura uma vinha forte que pode ser comandada para puxar criaturas próximas.	Cria a imagem de D&D para a Magia 'Vinha Agarradora' que é do tipo 'Invocação', do nível 4, com o efeito 'Conjura uma vinha forte que pode ser comandada para puxar criaturas próximas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Âncora Planar	Abjuração	Vincula magicamente uma criatura extraplanar (como um anjo ou demônio) ao serviço do conjurador.	Cria a imagem de D&D para a Magia 'Âncora Planar' que é do tipo 'Abjuração', do nível 5, com o efeito 'Vincula magicamente uma criatura extraplanar (como um anjo ou demônio) ao serviço do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Animar Objetos	Transmutação	Objetos inanimados (como copos, espadas ou estátuas) ganham vida e seguem comandos.	Cria a imagem de D&D para a Magia 'Animar Objetos' que é do tipo 'Transmutação', do nível 5, com o efeito 'Objetos inanimados (como copos, espadas ou estátuas) ganham vida e seguem comandos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Círculo de Poder	Abjuração	Uma aura protetora irradia do conjurador, concedendo resistência contra efeitos mágicos a aliados.	Cria a imagem de D&D para a Magia 'Círculo de Poder' que é do tipo 'Abjuração', do nível 5, com o efeito 'Uma aura protetora irradia do conjurador, concedendo resistência contra efeitos mágicos a aliados.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Círculo de Teleporte	Invocação	Desenha um círculo rúnico no chão que abre um portal para um local fixo e permanente.	Cria a imagem de D&D para a Magia 'Círculo de Teleporte' que é do tipo 'Invocação', do nível 5, com o efeito 'Desenha um círculo rúnico no chão que abre um portal para um local fixo e permanente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Coluna de Chamas	Evocação	Um cilindro vertical de fogo sagrado e luz divina desce dos céus sobre os inimigos.	Cria a imagem de D&D para a Magia 'Coluna de Chamas' que é do tipo 'Evocação', do nível 5, com o efeito 'Um cilindro vertical de fogo sagrado e luz divina desce dos céus sobre os inimigos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Comunhão	Adivinhação	O conjurador entra em contato direto com sua divindade para receber respostas curtas ("sim" ou "não").	Cria a imagem de D&D para a Magia 'Comunhão' que é do tipo 'Adivinhação', do nível 5, com o efeito 'O conjurador entra em contato direto com sua divindade para receber respostas curtas ("sim" ou "não").'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Comunhão com a Natureza	Adivinhação	O conjurador funde sua consciência com a terra ao redor para saber sobre o terreno e criaturas.	Cria a imagem de D&D para a Magia 'Comunhão com a Natureza' que é do tipo 'Adivinhação', do nível 5, com o efeito 'O conjurador funde sua consciência com a terra ao redor para saber sobre o terreno e criaturas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Cone de Frio	Evocação	Uma rajada de frio extremo e cristais de gelo irrompe das mãos do conjurador em forma de cone.	Cria a imagem de D&D para a Magia 'Cone de Frio' que é do tipo 'Evocação', do nível 5, com o efeito 'Uma rajada de frio extremo e cristais de gelo irrompe das mãos do conjurador em forma de cone.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Consagrar	Evocação	Imbuí uma área com energia sagrada, protegendo-a ou abençoando aqueles que nela entram.	Cria a imagem de D&D para a Magia 'Consagrar' que é do tipo 'Evocação', do nível 5, com o efeito 'Imbuí uma área com energia sagrada, protegendo-a ou abençoando aqueles que nela entram.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Contágio	Necromancia	O toque do conjurador infecta o alvo com uma doença mágica debilitante imediata.	Cria a imagem de D&D para a Magia 'Contágio' que é do tipo 'Necromancia', do nível 5, com o efeito 'O toque do conjurador infecta o alvo com uma doença mágica debilitante imediata.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Contato Extraplanar	Adivinhação	Permite que o conjurador contate uma entidade de outro plano para obter conhecimento proibido.	Cria a imagem de D&D para a Magia 'Contato Extraplanar' que é do tipo 'Adivinhação', do nível 5, com o efeito 'Permite que o conjurador contate uma entidade de outro plano para obter conhecimento proibido.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Convocar Celestial	Invocação	Invoca um espírito celestial que assume uma forma física para lutar em nome do conjurador.	Cria a imagem de D&D para a Magia 'Convocar Celestial' que é do tipo 'Invocação', do nível 5, com o efeito 'Invoca um espírito celestial que assume uma forma física para lutar em nome do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Criação	Ilusão	Manifesta matéria não viva, como tecido, madeira ou metais, extraída de sombras.	Cria a imagem de D&D para a Magia 'Criação' que é do tipo 'Ilusão', do nível 5, com o efeito 'Manifesta matéria não viva, como tecido, madeira ou metais, extraída de sombras.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Criar Passagem	Transmutação	Abre instantaneamente um túnel ou passagem em uma superfície sólida de pedra, madeira ou terra.	Cria a imagem de D&D para a Magia 'Criar Passagem' que é do tipo 'Transmutação', do nível 5, com o efeito 'Abre instantaneamente um túnel ou passagem em uma superfície sólida de pedra, madeira ou terra.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Cúpula Antivida	Abjuração	Uma barreira invisível e hemisférica que impede que qualquer criatura viva se aproxime do conjurador.	Cria a imagem de D&D para a Magia 'Cúpula Antivida' que é do tipo 'Abjuração', do nível 5, com o efeito 'Uma barreira invisível e hemisférica que impede que qualquer criatura viva se aproxime do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Curar Ferimentos em Massa	Abjuração	Uma onda de energia curativa emana de um ponto, restaurando a vida de até seis criaturas.	Cria a imagem de D&D para a Magia 'Curar Ferimentos em Massa' que é do tipo 'Abjuração', do nível 5, com o efeito 'Uma onda de energia curativa emana de um ponto, restaurando a vida de até seis criaturas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	De Carne para Pedra	Transmutação	Tenta transformar gradualmente uma criatura de carne e osso em uma estátua de pedra sólida.	Cria a imagem de D&D para a Magia 'De Carne para Pedra' que é do tipo 'Transmutação', do nível 5, com o efeito 'Tenta transformar gradualmente uma criatura de carne e osso em uma estátua de pedra sólida.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Despertar	Transmutação	Concede inteligência humana e a capacidade de falar a um animal ou planta tocada.	Cria a imagem de D&D para a Magia 'Despertar' que é do tipo 'Transmutação', do nível 5, com o efeito 'Concede inteligência humana e a capacidade de falar a um animal ou planta tocada.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Despistar	Ilusão	O conjurador torna-se invisível enquanto uma duplicata ilusória perfeita surge em seu lugar.	Cria a imagem de D&D para a Magia 'Despistar' que é do tipo 'Ilusão', do nível 5, com o efeito 'O conjurador torna-se invisível enquanto uma duplicata ilusória perfeita surge em seu lugar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Destruição Banidora	Invocação	Um golpe marcial imbuído de energia que pode enviar o alvo para outro plano de existência.	Cria a imagem de D&D para a Magia 'Destruição Banidora' que é do tipo 'Invocação', do nível 5, com o efeito 'Um golpe marcial imbuído de energia que pode enviar o alvo para outro plano de existência.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Dissipar o Bem e o Mal	Abjuração	Protege o conjurador e permite expulsar seres de outros planos com um toque.	Cria a imagem de D&D para a Magia 'Dissipar o Bem e o Mal' que é do tipo 'Abjuração', do nível 5, com o efeito 'Protege o conjurador e permite expulsar seres de outros planos com um toque.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Dominar Pessoa	Encantamento	Estabelece um controle telepático absoluto sobre as ações de um humanoide.	Cria a imagem de D&D para a Magia 'Dominar Pessoa' que é do tipo 'Encantamento', do nível 5, com o efeito 'Estabelece um controle telepático absoluto sobre as ações de um humanoide.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Estática Sináptica	Encantamento	Uma explosão de energia psíquica desorienta as mentes e causa dano em uma área.	Cria a imagem de D&D para a Magia 'Estática Sináptica' que é do tipo 'Encantamento', do nível 5, com o efeito 'Uma explosão de energia psíquica desorienta as mentes e causa dano em uma área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Golpe de Arço	Invocação	O conjurador se teleporta rapidamente entre vários alvos, desferindo ataques de energia.	Cria a imagem de D&D para a Magia 'Golpe de Arço' que é do tipo 'Invocação', do nível 5, com o efeito 'O conjurador se teleporta rapidamente entre vários alvos, desferindo ataques de energia.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Invocar Dragão	Invocação	Convoca o espírito de um dragão que se manifesta para atacar ou proteger.	Cria a imagem de D&D para a Magia 'Invocar Dragão' que é do tipo 'Invocação', do nível 5, com o efeito 'Convoca o espírito de um dragão que se manifesta para atacar ou proteger.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Invocar Elemental	Invocação	Conjura um espírito elemental poderoso que se manifesta fisicamente no campo de batalha.	Cria a imagem de D&D para a Magia 'Invocar Elemental' que é do tipo 'Invocação', do nível 5, com o efeito 'Conjura um espírito elemental poderoso que se manifesta fisicamente no campo de batalha.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Lendas e Histórias	Adivinhação	Traz à mente informações lendárias ou esquecidas sobre uma pessoa, lugar ou objeto.	Cria a imagem de D&D para a Magia 'Lendas e Histórias' que é do tipo 'Adivinhação', do nível 5, com o efeito 'Traz à mente informações lendárias ou esquecidas sobre uma pessoa, lugar ou objeto.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Ligação Telepática de Rary	Adivinhação	Forja um elo mental entre várias criaturas, permitindo comunicação à distância.	Cria a imagem de D&D para a Magia 'Ligação Telepática de Rary' que é do tipo 'Adivinhação', do nível 5, com o efeito 'Forja um elo mental entre várias criaturas, permitindo comunicação à distância.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Mão de Bigby	Evocação	Cria uma mão gigante de força translúcida que pode socar, empurrar ou agarrar inimigos.	Cria a imagem de D&D para a Magia 'Mão de Bigby' que é do tipo 'Evocação', do nível 5, com o efeito 'Cria uma mão gigante de força translúcida que pode socar, empurrar ou agarrar inimigos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Missão (Geas)	Encantamento	Impõe um comando mágico a uma criatura, que sofre dor se tentar desobedecer.	Cria a imagem de D&D para a Magia 'Missão (Geas)' que é do tipo 'Encantamento', do nível 5, com o efeito 'Impõe um comando mágico a uma criatura, que sofre dor se tentar desobedecer.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Modificar Memória	Encantamento	Permite ao conjurador alterar, apagar ou criar novas lembranças na mente do alvo.	Cria a imagem de D&D para a Magia 'Modificar Memória' que é do tipo 'Encantamento', do nível 5, com o efeito 'Permite ao conjurador alterar, apagar ou criar novas lembranças na mente do alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Muralha de Energia	Evocação	Ergue uma barreira invisível de força pura que é completamente indestrutível.	Cria a imagem de D&D para a Magia 'Muralha de Energia' que é do tipo 'Evocação', do nível 5, com o efeito 'Ergue uma barreira invisível de força pura que é completamente indestrutível.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Muralha de Pedra	Evocação	Ergue uma parede física e sólida de pedra que pode ser moldada pelo conjurador.	Cria a imagem de D&D para a Magia 'Muralha de Pedra' que é do tipo 'Evocação', do nível 5, com o efeito 'Ergue uma parede física e sólida de pedra que pode ser moldada pelo conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Névoa Mortal	Invocação	Uma esfera de fumaça verde tóxica e espessa que mata ou fere severamente quem nela entra.	Cria a imagem de D&D para a Magia 'Névoa Mortal' que é do tipo 'Invocação', do nível 5, com o efeito 'Uma esfera de fumaça verde tóxica e espessa que mata ou fere severamente quem nela entra.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Onda Destrutiva	Evocação	O conjurador golpeia o solo, liberando uma onda de energia radiante/necrótica e som estrondoso.	Cria a imagem de D&D para a Magia 'Onda Destrutiva' que é do tipo 'Evocação', do nível 5, com o efeito 'O conjurador golpeia o solo, liberando uma onda de energia radiante/necrótica e som estrondoso.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Paralisar Monstro	Encantamento	Paralisa magicamente qualquer tipo de criatura, independentemente de ser humana ou não.	Cria a imagem de D&D para a Magia 'Paralisar Monstro' que é do tipo 'Encantamento', do nível 5, com o efeito 'Paralisa magicamente qualquer tipo de criatura, independentemente de ser humana ou não.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Passo Arbóreo	Invocação	Permite que o conjurador entre em uma árvore e saia instantaneamente por outra distante.	Cria a imagem de D&D para a Magia 'Passo Arbóreo' que é do tipo 'Invocação', do nível 5, com o efeito 'Permite que o conjurador entre em uma árvore e saia instantaneamente por outra distante.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Praga de Insetos	Invocação	Uma nuvem rodopiante de gafanhotos vorazes surge, causando dano e obscurecendo a visão.	Cria a imagem de D&D para a Magia 'Praga de Insetos' que é do tipo 'Invocação', do nível 5, com o efeito 'Uma nuvem rodopiante de gafanhotos vorazes surge, causando dano e obscurecendo a visão.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Presença Régia de Yolande	Encantamento	O conjurador irradia uma aura de autoridade que pode incapacitar quem se aproxima.	Cria a imagem de D&D para a Magia 'Presença Régia de Yolande' que é do tipo 'Encantamento', do nível 5, com o efeito 'O conjurador irradia uma aura de autoridade que pode incapacitar quem se aproxima.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Reencarnar	Necromancia	Traz uma criatura morta de volta à vida, mas em um corpo de uma raça aleatória.	Cria a imagem de D&D para a Magia 'Reencarnar' que é do tipo 'Necromancia', do nível 5, com o efeito 'Traz uma criatura morta de volta à vida, mas em um corpo de uma raça aleatória.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Restauração Maior	Abjuração	Remove efeitos debilitantes poderosos, como petrificação ou redução de atributos.	Cria a imagem de D&D para a Magia 'Restauração Maior' que é do tipo 'Abjuração', do nível 5, com o efeito 'Remove efeitos debilitantes poderosos, como petrificação ou redução de atributos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Reviver os Mortos	Necromancia	Traz uma criatura que morreu recentemente de volta à vida, fechando feridas mortais.	Cria a imagem de D&D para a Magia 'Reviver os Mortos' que é do tipo 'Necromancia', do nível 5, com o efeito 'Traz uma criatura que morreu recentemente de volta à vida, fechando feridas mortais.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Similaridade	Ilusão	Altera a aparência de várias criaturas para que pareçam idênticas umas às outras.	Cria a imagem de D&D para a Magia 'Similaridade' que é do tipo 'Ilusão', do nível 5, com o efeito 'Altera a aparência de várias criaturas para que pareçam idênticas umas às outras.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Sonho	Ilusão	O conjurador entra no sonho de uma criatura para passar informações ou causar pesadelos.	Cria a imagem de D&D para a Magia 'Sonho' que é do tipo 'Ilusão', do nível 5, com o efeito 'O conjurador entra no sonho de uma criatura para passar informações ou causar pesadelos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Telecinese	Transmutação	Permite mover criaturas ou objetos pesados usando apenas a força da mente.	Cria a imagem de D&D para a Magia 'Telecinese' que é do tipo 'Transmutação', do nível 5, com o efeito 'Permite mover criaturas ou objetos pesados usando apenas a força da mente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Tempestade Radiante de Jallarzi	Evocação	Uma zona de luz cintilante que causa dano e impede a conjuração de magias.	Cria a imagem de D&D para a Magia 'Tempestade Radiante de Jallarzi' que é do tipo 'Evocação', do nível 5, com o efeito 'Uma zona de luz cintilante que causa dano e impede a conjuração de magias.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
5	Vidência	Adivinhação	Cria um sensor invisível para observar uma criatura específica em qualquer lugar do multiverso.	Cria a imagem de D&D para a Magia 'Vidência' que é do tipo 'Adivinhação', do nível 5, com o efeito 'Cria um sensor invisível para observar uma criatura específica em qualquer lugar do multiverso.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Aliado Extraplanar	Invocação	O conjurador suplica a uma entidade poderosa que envie um servo celestial, feérico ou infernal para realizar uma tarefa.	Cria a imagem de D&D para a Magia 'Aliado Extraplanar' que é do tipo 'Invocação', do nível 6, com o efeito 'O conjurador suplica a uma entidade poderosa que envie um servo celestial, feérico ou infernal para realizar uma tarefa.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Banquete de Heróis	Invocação	Cria um banquete magnífico que cura, remove doenças e fortalece quem dele participa por 24 horas.	Cria a imagem de D&D para a Magia 'Banquete de Heróis' que é do tipo 'Invocação', do nível 6, com o efeito 'Cria um banquete magnífico que cura, remove doenças e fortalece quem dele participa por 24 horas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Barreira de Lâminas	Evocação	Ergue um muro de lâminas rodopiantes e cortantes feitas de energia pura que causa dano cortante em área.	Cria a imagem de D&D para a Magia 'Barreira de Lâminas' que é do tipo 'Evocação', do nível 6, com o efeito 'Ergue um muro de lâminas rodopiantes e cortantes feitas de energia pura que causa dano cortante em área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Caldeirão Borbulhante de Tasha	Invocação	Utiliza um caldeirão e uma colher de ouro para produzir uma poção mágica lendária.	Cria a imagem de D&D para a Magia 'Caldeirão Borbulhante de Tasha' que é do tipo 'Invocação', do nível 6, com o efeito 'Utiliza um caldeirão e uma colher de ouro para produzir uma poção mágica lendária.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Caminhar no Vento	Transmutação	Transforma o conjurador e até dez aliados em nuvens de névoa translúcida capazes de voar em alta velocidade.	Cria a imagem de D&D para a Magia 'Caminhar no Vento' que é do tipo 'Transmutação', do nível 6, com o efeito 'Transforma o conjurador e até dez aliados em nuvens de névoa translúcida capazes de voar em alta velocidade.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Círculo da Morte	Necromancia	Uma esfera de energia negativa se expande, drenando a força vital de todas as criaturas em um raio de 18 metros.	Cria a imagem de D&D para a Magia 'Círculo da Morte' que é do tipo 'Necromancia', do nível 6, com o efeito 'Uma esfera de energia negativa se expande, drenando a força vital de todas as criaturas em um raio de 18 metros.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Contingência	Abjuração	Prepara uma magia para ser ativada instantaneamente quando uma condição específica pré-definida ocorrer.	Cria a imagem de D&D para a Magia 'Contingência' que é do tipo 'Abjuração', do nível 6, com o efeito 'Prepara uma magia para ser ativada instantaneamente quando uma condição específica pré-definida ocorrer.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Corrente de Relâmpagos	Evocação	Um arco de eletricidade atinge um alvo principal e salta para até três outros alvos próximos.	Cria a imagem de D&D para a Magia 'Corrente de Relâmpagos' que é do tipo 'Evocação', do nível 6, com o efeito 'Um arco de eletricidade atinge um alvo principal e salta para até três outros alvos próximos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Criar Mortos-Vivos	Necromancia	Uma forma mais poderosa de necromancia que ergue cadáveres como carniçais sob o comando do conjurador.	Cria a imagem de D&D para a Magia 'Criar Mortos-Vivos' que é do tipo 'Necromancia', do nível 6, com o efeito 'Uma forma mais poderosa de necromancia que ergue cadáveres como carniçais sob o comando do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Cura Completa (Heal)	Abjuração	Uma explosão de energia positiva restaura massivamente a saúde e remove condições como cegueira e surdez.	Cria a imagem de D&D para a Magia 'Cura Completa (Heal)' que é do tipo 'Abjuração', do nível 6, com o efeito 'Uma explosão de energia positiva restaura massivamente a saúde e remove condições como cegueira e surdez.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Dança Irresistível de Otto	Encantamento	Faz com que o alvo comece a dançar incontrolavelmente, impedindo-o de agir ou se defender com eficácia.	Cria a imagem de D&D para a Magia 'Dança Irresistível de Otto' que é do tipo 'Encantamento', do nível 6, com o efeito 'Faz com que o alvo comece a dançar incontrolavelmente, impedindo-o de agir ou se defender com eficácia.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	De Carne para Pedra	Transmutação	Um raio que tenta transformar gradualmente uma criatura viva em uma estátua de pedra sólida.	Cria a imagem de D&D para a Magia 'De Carne para Pedra' que é do tipo 'Transmutação', do nível 6, com o efeito 'Um raio que tenta transformar gradualmente uma criatura viva em uma estátua de pedra sólida.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Desintegrar	Transmutação	Um raio verde dispara contra o alvo; se os pontos de vida chegarem a zero, o alvo e seus itens são reduzidos a pó cinza.	Cria a imagem de D&D para a Magia 'Desintegrar' que é do tipo 'Transmutação', do nível 6, com o efeito 'Um raio verde dispara contra o alvo; se os pontos de vida chegarem a zero, o alvo e seus itens são reduzidos a pó cinza.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
